Camara,Cargo,División,Fin,Inicio,Nombre,Partido,Periodos Poder Legislativo,Apellido_Pat,Apellido_Mat,Nombre_1,Nombre_2,Nombre_3,Nombre_4,Nombre_Naim
Senado,Senador Suplente,Valparaíso,1882-05-31,1876-06-01,Santiago Lindsay Font,,1833-1891,Lindsay,Font,Santiago,,,,Santiago Lindsay Font
Senado,Senador Propietario,Valparaíso,1882-05-31,1876-06-01,Juan de Dios Arlegui Gorbea,Partido Liberal,1833-1891,Arlegui,Gorbea,Juan de Dios,,,,Juan de Dios Arlegui Gorbea
Senado,Senador Propietario,Valparaíso,1882-05-31,1876-06-01,Pedro Nolasco Marcoleta Dávila,,1833-1891,,,,,,,Pedro Nolasco Marcoleta Davila
Senado,Senador Propietario,Valparaíso,1879-05-31,1876-06-01,Agustin Edwards O,NOMBRADO EN ANALES NO HAY BIOGRAFIA,1833-1891,,,,,,,Agustin Edwards O
Senado,Senador Propietario,Santiago,1879-05-31,1876-06-01,Juan de Dios Correa de Saa Martínez,Partido Conservador,1833-1891,,,,,,,Juan de Dios Correa de Saa Martinez
Senado,Senador Propietario,Santiago,1879-05-31,1876-06-01,Benjamín Vicuña Mackenna,Partido Liberal Democrático,1833-1891,Vicuña,Mackenna,Benjamín,,,,Benjamin Vicuña Mackenna
Senado,Senador Propietario,Santiago,1879-05-31,1876-06-01,Miguel Luis Amunátegui Aldunate,,1833-1891,Amunátegui,Aldunate,Miguel,Luis,,,Miguel Luis Amunategui Aldunate
Senado,Senador Suplente,Santiago,1882-05-31,1876-06-01,Lorenzo Claro Cruz,,1833-1891,Claro,Cruz,Lorenzo,,,,Lorenzo Claro Cruz
Senado,Senador Propietario,Santiago,1882-05-31,1876-06-01,José Rafael Larraín Moxó,Partido Conservador,1833-1891,,,José,,,,Jose Rafael Larrain Moxo
Senado,Senador Propietario,Santiago,1882-05-31,1876-06-01,Manuel José Irarrázaval Larraín,Partido Conservador,1833-1891,Irarrázaval,Larraín,Manuel,José,,,Manuel Jose Irarrazaval Larrain
Senado,Senador Propietario,Santiago,1882-05-31,1876-06-01,Álvaro Covarrubias Ortúzar,Partido Liberal,1833-1891,,,,,,,Alvaro Covarrubias Ortuzar
Senado,Senador Propietario,Colchagua,1879-05-31,1876-06-01,Manuel Valdés Vigil,Partido Liberal,1833-1891,Valdés,Vigil,Manuel,,,,Manuel Valdes Vigil
Senado,Senador Suplente,Colchagua,1882-05-31,1876-06-01,José Miguel Ureta Urriola,Partido Nacional o Monttvarista,1833-1891,,,José,,,,Jose Miguel Ureta Urriola
Senado,Senador Propietario,Colchagua,1882-05-31,1876-06-01,Juan José Echenique Bascuñán,,1833-1891,,,Juan,José,,,Juan Jose Echenique Bascuñan
Senado,Senador Propietario,Colchagua,1882-05-31,1876-06-01,Javier Errázuriz Echaurren,Partido Conservador,1833-1891,,,,,,,Javier Errazuriz Echaurren
Senado,Senador Propietario,Curicó,1879-05-31,1876-06-01,Manuel Valenzuela Castillo,Partido Liberal Radical,1833-1891,,,Manuel,,,,Manuel Valenzuela Castillo
Senado,Senador Suplente,Curicó,1882-05-31,1876-06-01,Waldo Silva Algue,Partido Nacional o Monttvarista,1833-1891,,,,,,,Waldo Silva Algue
Senado,Senador Propietario,Curicó,1882-05-31,1876-06-01,Alejandro Reyes Cotapos,Partido Liberal,1833-1891,,,,,,,Alejandro Reyes Cotapos
Senado,Senador Propietario,Talca,1882-05-31,1876-06-01,Ursicinio Opaso Silva,,1833-1891,,,,,,,Ursicinio Opaso Silva
Senado,Senador Propietario,Talca,1879-05-31,1876-06-01,Antonio Varas de la Barra,Partido Nacional o Monttvarista,1833-1891,Varas,de la Barra,Antonio,,,,Antonio Varas de la Barra
Senado,Senador Suplente,Talca,1882-05-31,1876-06-01,Manuel Martín José Recabarren Rencoret,,1833-1891,,,Manuel,,,,Manuel Martin Jose Recabarren Rencoret
Senado,Senador Suplente,Talca,1882-05-31,1876-06-01,Diego Vergara Albano,,1833-1891,,,,,,,Diego Vergara Albano
Senado,Senador Propietario,Linares,1879-05-31,1876-06-01,Domingo Urrutia Flores,,1833-1891,Urrutia,Flores,Domingo,,,,Domingo Urrutia Flores
Senado,Senador Suplente,Linares,1882-05-31,1876-06-01,José Agustín Salas Errázurriz,,1833-1891,Salas,Errázurriz,José,Agustín,,,Jose Agustin Salas Errazurriz
Senado,Senador Propietario,Linares,1882-05-31,1876-06-01,José Luis Donoso Cienfuegos,Partido Nacional o Monttvarista,1833-1891,Donoso,Cienfuegos,José,Luis,,,Jose Luis Donoso Cienfuegos
Senado,Senador Propietario,Maule,1879-05-31,1876-06-01,Rafael Sotomayor Baeza,Partido Nacional o Monttvarista,1833-1891,,,,,,,Rafael Sotomayor Baeza
Senado,Senador Suplente,Maule,1882-05-31,1876-06-01,Miguel Roberto Guzmán Palacios,,1833-1891,Guzmán,Palacios,Miguel,Roberto,,,Miguel Roberto Guzman Palacios
Senado,Senador Propietario,Maule,1882-05-31,1876-06-01,José Manuel Encina Echeverría,Partido Liberal,1833-1891,Encina,Echeverría,José,Manuel,,,Jose Manuel Encina Echeverria
Senado,Senador Propietario,Ñuble,1879-05-31,1876-06-01,Ramón Francisco Rozas Mendiburú,,1833-1891,,,,,,,Ramon Francisco Rozas Mendiburu
Senado,Senador Suplente,Ñuble,1882-05-31,1876-06-01,José Joaquín Valdés Valdés,,1833-1891,Valdés,Valdés,José,Joaquín,,,Jose Joaquin Valdes Valdes
Senado,Senador Propietario,Ñuble,1882-05-31,1876-06-01,José Joaquín Blest Gana,,1833-1891,Blest,Gana,José,Joaquín,,,Jose Joaquin Blest Gana
Senado,Senador Propietario,Concepción,1879-05-31,1876-06-01,Francisco Massenlli Guarda,,1833-1891,Massenlli,Guarda,Francisco,,,,Francisco Massenlli Guarda
Senado,Senador Suplente,Concepción,1882-05-31,1876-06-01,Ramón Guerrero Prado,,1833-1891,,,,,,,Ramon Guerrero Prado
Senado,Senador Propietario,Concepción,1882-05-31,1876-06-01,Pedro Eulogio Altamirano Aracena,,1833-1891,Altamirano,Aracena,Pedro,Eulogio,,,Pedro Eulogio Altamirano Aracena
Senado,Senador Propietario,Concepción,1882-05-31,1876-06-01,Marcial González Ibieta,Partido Liberal,1833-1891,González,Ibieta,Marcial,,,,Marcial Gonzalez Ibieta
Senado,Senador Propietario,Bío-Bío,1879-05-31,1876-06-01,Pedro Nolasco Marcoleta Dávila,,1833-1891,,,,,,,Pedro Nolasco Marcoleta Davila
Senado,Senador Suplente,Bío-Bío,1882-05-31,1876-06-01,Pedro Godoy Palacios,,1833-1891,,,,,,,Pedro Godoy Palacios
Senado,Senador Propietario,Bío-Bío,1882-05-31,1876-06-01,Javier Luis De Zañartu Larraín,Partido Liberal Democrático,1833-1891,De Zañartu,Larraín,Javier,Luis,,,Javier Luis De Zañartu Larrain
Senado,Senador Suplente,Arauco,1882-05-31,1876-06-01,Antonio Del Pedregal Velasco,,1833-1891,Del Pedregal,Velasco,Antonio,,,,Antonio Del Pedregal Velasco
Senado,Senador Propietario,Arauco,1882-05-31,1876-06-01,Maximiano Errázuriz Valdivieso,,1833-1891,Errázuriz,Valdivieso,Maximiano,,,,Maximiano Errazuriz Valdivieso
Senado,Senador Propietario,Arauco,1882-05-31,1876-06-01,Diego Antonio Tagle Echeverría,,1833-1891,Tagle,Echeverría,Diego,Antonio,,,Diego Antonio Tagle Echeverria
Senado,Senador Suplente,Valdivia,1882-05-31,1876-06-01,Vicente Izquierdo Urmeneta,Partido Liberal,1833-1891,Izquierdo,Urmeneta,Vicente,,,,Vicente Izquierdo Urmeneta
Senado,Senador Propietario,Valdivia,1882-05-31,1876-06-01,Adolfo Ibáñez Gutiérrez,,1833-1891,,,,,,,Adolfo Ibañez Gutierrez
Senado,Senador Suplente,Llanquihue,1882-05-31,1876-06-01,Francisco de Paula Echaurren González,,1833-1891,,,Francisco,,,,Francisco de Paula Echaurren Gonzalez
Senado,Senador Propietario,Llanquihue,1882-05-31,1876-06-01,Vicente Pérez Rosales,Partido Nacional o Monttvarista,1833-1891,,,,,,,Vicente Perez Rosales
Senado,Senador Suplente,Chiloé,1882-05-31,1876-06-01,José Besa Infantas,Partido Nacional o Monttvarista,1833-1891,,,José,,,,Jose Besa Infantas
Senado,Senador Propietario,Chiloé,1882-05-31,1876-06-01,Manuel Francisco Montt Torres,Partido Conservador,1833-1891,,,Manuel,,,,Manuel Francisco Montt Torres
Senado,Senador Propietario,Atacama,1885-05-31,1879-06-01,Benjamín Vicuña Mackenna,,1833-1891,Vicuña,Mackenna,Benjamín,,,,Benjamin Vicuña Mackenna
Senado,Senador Propietario,Aconcagua,1885-05-31,1879-06-01,Liborio Ramón Freire Caldera,Partido Conservador,1833-1891,,,,,,,Liborio Ramon Freire Caldera
Senado,Senador Propietario,Valparaíso,1885-05-31,1879-06-01,Adolfo Eastman Quiroga,Partido Liberal,1833-1891,Eastman,Quiroga,Adolfo,,,,Adolfo Eastman Quiroga
Senado,Senador Propietario,Valparaíso,1885-05-31,1879-06-01,José Victorino Lastarria Santander,Partido Liberal,1833-1891,Lastarria,Santander,José,Victorino,,,Jose Victorino Lastarria Santander
Senado,Senador Propietario,Santiago,1885-05-31,1879-06-01,Claudio Vicuña Guerrero,Partido Liberal,1833-1891,Vicuña,Guerrero,Claudio,,,,Claudio Vicuña Guerrero
Senado,Senador Propietario,Santiago,1885-05-31,1879-06-01,Francisco de Borja Larraín Gandarillas,Partido Conservador,1833-1891,Larraín,Gandarillas,Francisco,de Borja,,,Francisco de Borja Larrain Gandarillas
Senado,Senador Propietario,Santiago,1885-05-31,1879-06-01,Domingo Fernández Concha,Partido Conservador,1833-1891,,,,,,,Domingo Fernandez Concha
Senado,Senador Propietario,Colchagua,1885-05-31,1879-06-01,Manuel Valdés Vigil,Partido Liberal,1833-1891,Valdés,Vigil,Manuel,,,,Manuel Valdes Vigil
Senado,Senador Propietario,Curicó,1885-05-31,1879-06-01,Manuel Valenzuela Castillo,,1833-1891,,,Manuel,,,,Manuel Valenzuela Castillo
Senado,Senador Propietario,Talca,1885-05-31,1879-06-01,Luis Pereira Cotapos,Partido Conservador,1833-1891,Pereira,Cotapos,Luis,,,,Luis Pereira Cotapos
Senado,Senador Propietario,Linares,1885-05-31,1879-06-01,Ramón Francisco Rozas Mendiburú,,1833-1891,,,,,,,Ramon Francisco Rozas Mendiburu
Senado,Senador Propietario,Maule,1885-05-31,1879-06-01,Marcial Martínez Cuadros,,1833-1891,Martínez,Cuadros,Marcial,,,,Marcial Martinez Cuadros
Senado,Senador Propietario,Maule,1885-05-31,1879-06-01,José Manuel Encina Echeverría,Partido Liberal,1833-1891,Encina,Echeverría,José,Manuel,,,Jose Manuel Encina Echeverria
Senado,Senador Propietario,Ñuble,1885-05-31,1879-06-01,Melchor Concha y Toro,Partido Liberal,1833-1891,Concha,y Toro,Melchor,,,,Melchor Concha y Toro
Senado,Senador Propietario,Concepción,1885-05-31,1879-06-01,Domingo Santa María González,,1833-1891,Santa María,González,Domingo,,,,Domingo Santa Maria Gonzalez
Senado,Senador Propietario,Concepción,1885-05-31,1879-06-01,Marcial González Ibieta,Partido Liberal,1833-1891,González,Ibieta,Marcial,,,,Marcial Gonzalez Ibieta
Senado,Senador Propietario,Bío-Bío,1885-05-31,1879-06-01,Rafael Sotomayor Baeza,Partido Nacional o Monttvarista,1833-1891,,,,,,,Rafael Sotomayor Baeza
Senado,Senador Propietario,Bío-Bío,1885-05-31,1879-06-01,Ricardo Claro Cruz,Partido Radical,1833-1891,Claro,Cruz,Ricardo,,,,Ricardo Claro Cruz
Senado,Senador Propietario,Atacama,1888-05-31,1882-06-01,Manuel Antonio Matta Goyenechea,Partido Radical,1833-1891,Matta,Goyenechea,Manuel,Antonio,,,Manuel Antonio Matta Goyenechea
Senado,Senador Suplente,Atacama,1888-05-31,1882-06-01,Arístides Martínez Cuadros,,1833-1891,Martínez,Cuadros,Arístides,,,,Aristides Martinez Cuadros
Senado,Senador Suplente,Atacama,1888-05-31,1882-06-01,Ramón Allende Padín,Partido Radical,1833-1891,Allende,Padín,Ramón,,,,Ramon Allende Padin
Senado,Senador Suplente,Coquimbo,1888-05-31,1882-06-01,Teodosio Cuadros,Partido Nacional o Monttvarista,1833-1891,,,,,,,Teodosio Cuadros
Senado,Senador Propietario,Coquimbo,1888-05-31,1882-06-01,Antonio Varas de la Barra,Partido Nacional o Monttvarista,1833-1891,Varas,de la Barra,Antonio,,,,Antonio Varas de la Barra
Senado,Senador Propietario,Coquimbo,1888-05-31,1882-06-01,José Francisco Vergara Donoso,Partido Conservador,1833-1891,Vergara,Donoso,José,Francisco,,,Jose Francisco Vergara Donoso
Senado,Senador Suplente,Aconcagua,1888-05-31,1882-06-01,Rodolfo Hurtado Ugarte,,1833-1891,,,,,,,Rodolfo Hurtado Ugarte
Senado,Senador Propietario,Aconcagua,1888-05-31,1882-06-01,Miguel Elizalde Jiménez,,1833-1891,Elizalde,Jiménez,Miguel,,,,Miguel Elizalde Jimenez
Senado,Senador Propietario,Aconcagua,1888-05-31,1882-06-01,Adolfo Valderrama Sainz de la Peña,Partido Liberal,1833-1891,,,,,,,Adolfo Valderrama Sainz de la Peña
Senado,Senador Propietario,Aconcagua,1888-05-31,1882-06-01,José Eugenio Vergara Galeas,Partido Nacional o Monttvarista,1833-1891,Vergara,Galeas,José,Eugenio,,,Jose Eugenio Vergara Galeas
Senado,Senador Suplente,Valparaíso,1888-05-31,1882-06-01,José Ramón Sánchez Montes,Partido Liberal,1833-1891,Sánchez,Montes,José,Ramón,,,Jose Ramon Sanchez Montes
Senado,Senador Propietario,Valparaíso,1888-05-31,1882-06-01,José Tomás Besa Infantas,Partido Nacional o Monttvarista,1833-1891,Besa,Infantas,José,Tomás,,,Jose Tomas Besa Infantas
Senado,Senador Propietario,Valparaíso,1888-05-31,1882-06-01,Federico Varela Cortés de Monroy,Partido Radical,1833-1891,Varela,Cortés de Monroy,Federico,,,,Federico Varela Cortes de Monroy
Senado,Senador Suplente,Santiago,1888-05-31,1882-06-01,Eliodoro Gormaz Carrera,Partido Nacional o Monttvarista,1833-1891,,,,,,,Eliodoro Gormaz Carrera
Senado,Senador Propietario,Santiago,1888-05-31,1882-06-01,Adolfo Ibáñez Gutiérrez,,1833-1891,,,,,,,Adolfo Ibañez Gutierrez
Senado,Senador Propietario,Santiago,1888-05-31,1882-06-01,Manuel Jesús Baquedano González,,1833-1891,,,Manuel,,,,Manuel Jesus Baquedano Gonzalez
Senado,Senador Propietario,Santiago,1888-05-31,1882-06-01,Manuel García de la Huerta Pérez,Partido Liberal,1833-1891,García de la Huerta,Peréz,Manuel,,,,Manuel Garcia de la Huerta Perez
Senado,Senador Suplente,Colchagua,1888-05-31,1882-06-01,José Miguel Ureta Urriola,Partido Nacional o Monttvarista,1833-1891,,,José,,,,Jose Miguel Ureta Urriola
Senado,Senador Propietario,Colchagua,1888-05-31,1882-06-01,Adolfo Eastman Quiroga,Partido Liberal,1833-1891,Eastman,Quiroga,Adolfo,,,,Adolfo Eastman Quiroga
Senado,Senador Propietario,Colchagua,1888-05-31,1882-06-01,Jovino Novoa Vidal,Partido Liberal,1833-1891,Novoa,Vidal,Jovino,,,,Jovino Novoa Vidal
Senado,Senador Propietario,Colchagua,1888-05-31,1882-06-01,Aniceto Vergara Albano,Partido Liberal,1833-1891,Vergara,Albano,Aniceto,,,,Aniceto Vergara Albano
Senado,Senador Suplente,Curicó,1888-05-31,1882-06-01,Francisco Javier Muñoz Pizarro,,1833-1891,,,Francisco,,,,Francisco Javier Muñoz Pizarro
Senado,Senador Propietario,Curicó,1888-05-31,1882-06-01,Juan Esteban Rodríguez Segura,,1833-1891,Rodríguez,Segura,Juan,Esteban,,,Juan Esteban Rodriguez Segura
Senado,Senador Suplente,Talca,1888-05-31,1882-06-01,José Francisco Gana Castro,,1833-1891,,,José,,,,Jose Francisco Gana Castro
Senado,Senador Propietario,Talca,1888-05-31,1882-06-01,Eusebio Lillo Robles,,1833-1891,,,,,,,Eusebio Lillo Robles
Senado,Senador Suplente,Linares,1888-05-31,1882-06-01,Ramón Vial Formas,,1833-1891,Vial,Formas,Ramón,,,,Ramon Vial Formas
Senado,Senador Propietario,Linares,1888-05-31,1882-06-01,Pedro Lucio Cuadra Luque,Partido Liberal,1833-1891,Cuadra,Luque,Pedro,Lucio,,,Pedro Lucio Cuadra Luque
Senado,Senador Suplente,Maule,1888-05-31,1882-06-01,Pedro Nolasco Gandarillas Luco,,1833-1891,Gandarillas,Luco,Pedro,Nolasco,,,Pedro Nolasco Gandarillas Luco
Senado,Senador Propietario,Maule,1888-05-31,1882-06-01,Eduardo Cuevas Avaria,,1833-1891,,,,,,,Eduardo Cuevas Avaria
Senado,Senador Suplente,Ñuble,1888-05-31,1882-06-01,Joaquín Valledor Pinto,Partido Liberal,1833-1891,,,,,,,Joaquin Valledor Pinto
Senado,Senador Suplente,Ñuble,1888-05-31,1882-06-01,Adolfo Valderrama Sainz de la Peña,Partido Liberal,1833-1891,,,,,,,Adolfo Valderrama Sainz de la Peña
Senado,Senador Propietario,Ñuble,1888-05-31,1882-06-01,Francisco Segundo Puelma Castillo,Partido Nacional o Monttvarista,1833-1891,Puelma,Castillo,Francisco,Segundo,,,Francisco Segundo Puelma Castillo
Senado,Senador Suplente,Concepción,1888-05-31,1882-06-01,Ramón Guerrero Prado,,1833-1891,,,,,,,Ramon Guerrero Prado
Senado,Senador Propietario,Concepción,1888-05-31,1882-06-01,Víctor Lamas Miranda,,1833-1891,Lamas,Miranda,Víctor,,,,Victor Lamas Miranda
Senado,Senador Suplente,Bío-Bío,1888-05-31,1882-06-01,Waldo Silva Algue,Partido Nacional o Monttvarista,1833-1891,,,,,,,Waldo Silva Algue
Senado,Senador Propietario,Bío-Bío,1888-05-31,1882-06-01,Pedro Nolasco Marcoleta Dávila,,1833-1891,,,,,,,Pedro Nolasco Marcoleta Davila
Senado,Senador Suplente,Arauco,1888-05-31,1882-06-01,José Antonio Valdés Munizaga,,1833-1891,,,José,,,,Jose Antonio Valdes Munizaga
Senado,Senador Propietario,Arauco,1888-05-31,1882-06-01,Manuel Martín José Recabarren Rencoret,,1833-1891,,,Manuel,,,,Manuel Martin Jose Recabarren Rencoret
Senado,Senador Suplente,Valdivia,1888-05-31,1882-06-01,Vicente Izquierdo Urmeneta,Partido Liberal,1833-1891,Izquierdo,Urmeneta,Vicente,,,,Vicente Izquierdo Urmeneta
Senado,Senador Propietario,Valdivia,1888-05-31,1882-06-01,Vicente Ramón Sanfuentes Torres,Partido Liberal,1833-1891,Sanfuentes,Torres,Vicente,Ramón,,,Vicente Ramon Sanfuentes Torres
Senado,Senador Suplente,Llanquihue,1888-05-31,1882-06-01,Zenón Varas Guzmán,,1833-1891,,,,,,,Zenon Varas Guzman
Senado,Senador Propietario,Llanquihue,1888-05-31,1882-06-01,Javier Luis De Zañartu Larraín,,1833-1891,De Zañartu,Larraín,Javier,Luis,,,Javier Luis De Zañartu Larrain
Senado,Senador Suplente,Chiloé,1888-05-31,1882-06-01,Miguel Castillo Andueza,,1833-1891,Castillo,Andueza,Miguel,,,,Miguel Castillo Andueza
Senado,Senador Propietario,Chiloé,1888-05-31,1882-06-01,José Joaquín Laso Castillo,Partido Liberal,1833-1891,Laso,Castillo,José,Joaquín,,,Jose Joaquin Laso Castillo
Senado,Senador Propietario,Atacama,1891-02-11,1885-06-01,Joaquín Rodríguez Rozas,,1833-1891,Rodríguez,Rozas,Joaquín,,,,Joaquin Rodriguez Rozas
Senado,Senador Propietario,Coquimbo,1891-02-11,1885-06-01,José Manuel Balmaceda Fernández,Partido Nacional o Monttvarista,1833-1891,Balmaceda,Fernández,José,Manuel,,,Jose Manuel Balmaceda Fernandez
Senado,Senador Propietario,Aconcagua,1891-02-11,1885-06-01,José Eugenio Vergara Galeas,Partido Nacional o Monttvarista,1833-1891,Vergara,Galeas,José,Eugenio,,,Jose Eugenio Vergara Galeas
Senado,Senador Propietario,Valparaíso,1891-02-11,1885-06-01,Pedro Eulogio Altamirano Aracena,,1833-1891,Altamirano,Aracena,Pedro,Eulogio,,,Pedro Eulogio Altamirano Aracena
Senado,Senador Propietario,Santiago,1891-02-11,1885-06-01,Melchor Concha y Toro,Partido Liberal Doctrinario,1833-1891,Concha,y Toro,Melchor,,,,Melchor Concha y Toro
Senado,Senador Propietario,Santiago,1891-02-11,1885-06-01,José Cirilo Clemente Fabres Fernández de Leiva,Partido Conservador,1833-1891,Fabres,Fernández de Leiva,José,Cirilo,Clemente,,Jose Cirilo Clemente Fabres Fernandez de Leiva
Senado,Senador Propietario,Curicó,1891-02-11,1885-06-01,Manuel Valenzuela Castillo,,1833-1891,,,Manuel,,,,Manuel Valenzuela Castillo
Senado,Senador Propietario,Talca,1891-02-11,1885-06-01,Luis Pereira Cotapos,Partido Conservador,1833-1891,Pereira,Cotapos,Luis,,,,Luis Pereira Cotapos
Senado,Senador Propietario,Linares,1891-02-11,1885-06-01,Ramón Francisco Rozas Mendiburú,,1833-1891,,,,,,,Ramon Francisco Rozas Mendiburu
Senado,Senador Propietario,Maule,1891-02-11,1885-06-01,José Manuel Encina Echeverría,Partido Liberal,1833-1891,Encina,Echeverría,José,Manuel,,,Jose Manuel Encina Echeverria
Senado,Senador Propietario,Ñuble,1891-02-11,1885-06-01,Cornelio Saavedra Rodríguez,,1833-1891,Saavedra,Rodríguez,Cornelio,,,,Cornelio Saavedra Rodriguez
Senado,Senador Propietario,Concepción,1891-02-11,1885-06-01,Marcial González Ibieta,Partido Liberal,1833-1891,González,Ibieta,Marcial,,,,Marcial Gonzalez Ibieta
Senado,Senador,Concepción,1891-02-11,1885-06-01,Manuel Martín José Recabarren Rencoret,Partido Radical,1833-1891,,,Manuel,,,,Manuel Martin Jose Recabarren Rencoret
Senado,Senador Propietario,Concepción,1891-02-11,1885-06-01,Mariano Elías Sánchez Fontecilla,Partido Liberal,1833-1891,Sánchez,Fontecilla,Mariano,Elías,,,Mariano Elias Sanchez Fontecilla
Senado,Senador Propietario,Bío-Bío,1891-02-11,1885-06-01,José Ignacio Vergara Urzúa,Partido Liberal,1833-1891,Vergara,Urzúa,José,Ignacio,,,Jose Ignacio Vergara Urzua
Senado,Senador Suplente,Tarapacá,1891-02-11,1885-06-01,Francisco Freire Caldera,Partido Liberal,1833-1891,Freire,Caldera,Francisco,,,,Francisco Freire Caldera
Senado,Senador Propietario,Tarapacá,1891-02-11,1885-06-01,Luis Aldunate Carrera,,1833-1891,Aldunate,Carrera,Luis,,,,Luis Aldunate Carrera
Senado,Senador,Coquimbo,1891-02-11,1885-06-01,José Manuel Balmaceda Fernández,Partido Nacional o Monttvarista,1833-1891,Balmaceda,Fernández,José,Manuel,,,Jose Manuel Balmaceda Fernandez
Senado,Senador,Coquimbo,1891-02-11,1885-06-01,Pedro Vicente Reyes Palazuelos,Partido Liberal Doctrinario,1833-1891,Reyes,Palazuelos,Pedro,Vicente,,,Pedro Vicente Reyes Palazuelos
Senado,Senador,Aconcagua,1891-02-11,1885-06-01,José Eugenio Vergara Galeas,Partido Nacional o Monttvarista,1833-1891,Vergara,Galeas,José,Eugenio,,,Jose Eugenio Vergara Galeas
Senado,Senador,Aconcagua,1891-02-11,1885-06-01,Eduardo Cuevas Avaria,,1833-1891,,,,,,,Eduardo Cuevas Avaria
Senado,Senador,Valparaíso,1891-02-11,1885-06-01,Pedro Eulogio Altamirano Aracena,,1833-1891,Altamirano,Aracena,Pedro,Eulogio,,,Pedro Eulogio Altamirano Aracena
Senado,Senador,Santiago,1891-02-11,1885-06-01,Melchor Concha y Toro,Partido Liberal Doctrinario,1833-1891,Concha,y Toro,Melchor,,,,Melchor Concha y Toro
Senado,Senador,Santiago,1891-02-11,1885-06-01,José Cirilo Clemente Fabres Fernández de Leiva,Partido Conservador,1833-1891,Fabres,Fernández de Leiva,José,Cirilo,Clemente,,Jose Cirilo Clemente Fabres Fernandez de Leiva
Senado,Senador Suplente,O'Higgins,1891-02-11,1885-06-01,José Letelier Sierra,Partido Nacional o Monttvarista,1833-1891,Letelier,Sierra,José,,,,Jose Letelier Sierra
Senado,Senador Propietario,O'Higgins,1891-02-11,1885-06-01,Carlos Correa y Toro,,1833-1891,Correa,y Toro,Carlos,,,,Carlos Correa y Toro
Senado,Senador,Colchagua,1891-02-11,1885-06-01,Carlos de la Cruz Valdés Izquierdo,,1833-1891,Valdés,Izquierdo,Carlos,de la Cruz,,,Carlos de la Cruz Valdes Izquierdo
