Camara,Cargo,División,Fin,Inicio,Nombre,Partido,Periodos Poder Legislativo,Apellido_Pat,Apellido_Mat,Nombre_1,Nombre_2,Nombre_3,Nombre_4,Nombre_Naim
Diputados,Diputado Suplente,San Carlos,1885-05-31,1882-06-01,Pedro Javier Fernández Frías,Partido Conservador,1833-1891,Fernández,Frías,Pedro,Javier,,,Pedro Javier Fernandez Frias
Diputados,Diputado Propietario,Concepción y Talcahuano,1885-05-31,1882-06-01,Carlos Castellón Larenas,Partido Radical,1833-1891,Castellón,Larenas,Carlos,,,,Carlos Castellon Larenas
Diputados,Diputado Suplente,Concepción y Talcahuano,1885-05-31,1882-06-01,Nicolás R. Peña Vicuña,Partido Radical,1833-1891,Peña,Vicuña,Nicolás,R.,,,Nicolas R. Peña Vicuña
Diputados,Diputado Propietario,Lautaro,1885-05-31,1882-06-01,Pedro Bannen Pradel,Partido Radical,1833-1891,Bannen,Pradel,Pedro,,,,Pedro Bannen Pradel
Diputados,Diputado Propietario,Lautaro,1885-05-31,1882-06-01,Cornelio Saavedra Rivera,Partido Nacional o Monttvarista,1833-1891,Saavedra,Rivera,Cornelio,,,,Cornelio Saavedra Rivera
Diputados,Diputado Suplente,Lautaro,1885-05-31,1882-06-01,Domingo Echeverría Valdés,,1833-1891,Echeverría,Valdés,Domingo,,,,Domingo Echeverria Valdes
Diputados,Diputado Propietario,Rere,1885-05-31,1882-06-01,Marcial Demetrio Lastarria Villarreal,,1833-1891,Lastarria,Villareal,Marcial,Demetrio,,,Marcial Demetrio Lastarria Villarreal
Diputados,Diputado Propietario,Rere,1885-05-31,1882-06-01,Julio Zegers Samaniego,Partido Liberal,1833-1891,Zegers,Samaniego,Julio,,,,Julio Zegers Samaniego
Diputados,Diputado Suplente,Rere,1885-05-31,1882-06-01,Ramón Bañados Espinosa,Partido Nacional o Monttvarista,1833-1891,Bañados,Espinosa,Ramón,,,,Ramon Bañados Espinosa
Diputados,Diputado Propietario,Coelemu,1885-05-31,1882-06-01,Enrique Mac Iver Rodríguez,Partido Radical,1833-1891,Mac Iver,Rodríguez,Enrique,,,,Enrique Mac Iver Rodriguez
Diputados,Diputado Propietario,Puchacay,1885-05-31,1882-06-01,Manuel Novoa Somoza,,1833-1891,Novoa,Somoza,Manuel,,,,Manuel Novoa Somoza
Diputados,Diputado Suplente,Puchacay,1885-05-31,1882-06-01,Eduardo Suárez Mujica,Partido Radical,1833-1891,Suárez,Mujica,Eduardo,,,,Eduardo Suarez Mujica
Diputados,Diputado Propietario,La Laja,1885-05-31,1882-06-01,Juan Domingo Dávila Larraín,,1833-1891,Dávila,Larraín,Juan,Domingo,,,Juan Domingo Davila Larrain
Diputados,Diputado Propietario,La Laja,1885-05-31,1882-06-01,Juan Castellón Larenas,Partido Radical,1833-1891,Castellón,Larenas,Juan,,,,Juan Castellon Larenas
Diputados,Diputado Suplente,La Laja,1885-05-31,1882-06-01,Emiliano Llona Alvizu,,1833-1891,Llona,Alvizu,Emiliano,,,,Emiliano Llona Alvizu
Diputados,Diputado Propietario,Territorio de Angol,1885-05-31,1882-06-01,Domingo Gana Cruz,,1833-1891,Gana,Cruz,Domingo,,,,Domingo Gana Cruz
Diputados,Diputado Suplente,Territorio de Angol,1885-05-31,1882-06-01,Beltrán Mathieu Andrews,Partido Radical,1833-1891,Mathieu,Andrews,Beltrán,,,,Beltran Mathieu Andrews
Diputados,Diputado Propietario,Cañete e Imperial,1885-05-31,1882-06-01,Santiago Mundt,Partido Radical,1833-1891,Mundt,,Santiago,,,,Santiago Mundt
Diputados,Diputado Suplente,Cañete e Imperial,1885-05-31,1882-06-01,Francisco Carvallo Elizalde,,1833-1891,Carvallo,Elizalde,Francisco,,,,Francisco Carvallo Elizalde
Diputados,Diputado Propietario,Nacimiento,1885-05-31,1882-06-01,Tomás Segundo Smith Azúa,Partido Liberal,1833-1891,Smith,Azúa,Tomás,Segundo,,,Tomas Segundo Smith Azua
Diputados,Diputado Suplente,Nacimiento,1885-05-31,1882-06-01,Diego Antonio Elizondo Urzúa,,1833-1891,Elizondo,Urzúa,Diego,Antonio,,,Diego Antonio Elizondo Urzua
Diputados,Diputado Propietario,Mulchén,1885-05-31,1882-06-01,José María Balmaceda Fernández,,1833-1891,Balmaceda,Fernández,José,María,,,Jose Maria Balmaceda Fernandez
Diputados,Diputado Suplente,Mulchén,1885-05-31,1882-06-01,Rafael Campino Landa,,1833-1891,Campino,Landa,Rafael,,,,Rafael Campino Landa
Diputados,Diputado Propietario,Arauco,1885-05-31,1882-06-01,Patricio Calderón,,1833-1891,Calderón,,Patricio,,,,Patricio Calderon
Diputados,Diputado Suplente,Arauco,1885-05-31,1882-06-01,Vicente Grez Yávar,Partido Nacional o Monttvarista,1833-1891,Grez,Yávar,Vicente,,,,Vicente Grez Yavar
Diputados,Diputado Propietario,Lebu,1885-05-31,1882-06-01,José Agustín Vargas Novoa,Partido Liberal,1833-1891,Vargas,Novoa,José,Agustín,,,Jose Agustin Vargas Novoa
Diputados,Diputado Suplente,Lebu,1885-05-31,1882-06-01,Miguel Lazo Castillo,,1833-1891,Lazo,Castillo,Miguel,,,,Miguel Lazo Castillo
Diputados,Diputado Propietario,La Unión,1885-05-31,1882-06-01,Miguel Irarrázaval Vera,,1833-1891,Irarrázaval,Vera,Miguel,,,,Miguel Irarrazaval Vera
Diputados,Diputado Suplente,La Unión,1885-05-31,1882-06-01,Mariano Guerrero Bascuñán,,1833-1891,Guerrero,Bascuñán,Mariano,,,,Mariano Guerrero Bascuñan
Diputados,Diputado Propietario,Valdivia,1885-05-31,1882-06-01,Vicente Santa Cruz Vargas,Partido Liberal,1833-1891,Santa Cruz,Vargas,Vicente,,,,Vicente Santa Cruz Vargas
Diputados,Diputado Suplente,Valdivia,1885-05-31,1882-06-01,Pedro María Rivas Cruz,,1833-1891,Rivas,Cruz,Pedro,María,,,Pedro Maria Rivas Cruz
Diputados,Diputado Propietario,Llanquihue,1885-05-31,1882-06-01,Gaspar Del Río Peña,Partido Nacional o Monttvarista,1833-1891,Del Río,Peña,Gaspar,,,,Gaspar Del Rio Peña
Diputados,Diputado Propietario,Llanquihue,1885-05-31,1882-06-01,Federico Errázuriz Echaurren,,1833-1891,Errázuriz,Echaurren,Federico,,,,Federico Errazuriz Echaurren
Diputados,Diputado Suplente,Llanquihue,1885-05-31,1882-06-01,Francisco Fonck,,1833-1891,Fonck,,Francisco,,,,Francisco Fonck
Diputados,Diputado Suplente,Llanquihue,1885-05-31,1882-06-01,Juan Francisco Mujica Valenzuela,,1833-1891,Mujica,Valenzuela,Juan,Francisco,,,Juan Francisco Mujica Valenzuela
Diputados,Diputado Propietario,Osorno,1885-05-31,1882-06-01,Perceval González Ibieta,,1833-1891,González,Ibieta,Perceval,,,,Perceval Gonzalez Ibieta
Diputados,Diputado Suplente,Osorno,1885-05-31,1882-06-01,Fernando Cañas Letelier,,1833-1891,Cañas,Letelier,Fernando,,,,Fernando Cañas Letelier
Diputados,Diputado Suplente,Carelmapu,1885-05-31,1882-06-01,José Manuel Balmaceda Fernández,Partido Nacional o Monttvarista,1833-1891,Balmaceda,Fernández,José,Manuel,,,Jose Manuel Balmaceda Fernandez
Diputados,Diputado Propietario,Carelmapu,1885-05-31,1882-06-01,Juan Valdivieso Amor,Partido Liberal,1833-1891,Valdivieso,Amor,Juan,,,,Juan Valdivieso Amor
Diputados,Diputado Propietario,Ancud y Quinchao,1885-05-31,1882-06-01,Domingo Víctor Santa María Márquez de la Plata,Partido Liberal,1833-1891,Santa María,Márquez de la Plata,Domingo,Victor,,,Domingo Victor Santa Maria Marquez de la Plata
Diputados,Diputado Propietario,Ancud y Quinchao,1885-05-31,1882-06-01,Adolfo Guerrero Vergara,Partido Liberal,1833-1891,Guerrero,Vergara,Adolfo,,,,Adolfo Guerrero Vergara
Diputados,Diputado Suplente,Ancud y Quinchao,1885-05-31,1882-06-01,Manuel Guzmán Velásquez,,1833-1891,Guzmán,Velásquez,Manuel,,,,Manuel Guzman Velasquez
Diputados,Diputado Propietario,Castro,1885-05-31,1882-06-01,Adolfo Carrasco Albano,Partido Conservador,1833-1891,Carrasco,Albano,Adolfo,,,,Adolfo Carrasco Albano
Diputados,Diputado Suplente,Castro,1885-05-31,1882-06-01,Eduardo Mac Clure Ossandón,Partido Nacional o Monttvarista,1833-1891,Mac Clure,Ossandón,Eduardo,,,,Eduardo Mac Clure Ossandon
Diputados,Diputado Propietario,Pisagua,1888-05-31,1885-06-01,Manuel Antonio Prieto Muñoz,Partido Radical,1833-1891,Prieto,Muñoz,Manuel,Antonio,,,Manuel Antonio Prieto Muñoz
Diputados,Diputado Suplente,Pisagua,1888-05-31,1885-06-01,Alcibíades Roldán Alvarez,Partido Liberal,1833-1891,Roldán,Alvarez,Alcibíades,,,,Alcibiades Roldan Alvarez
Diputados,Diputado Propietario,Tarapacá,1888-05-31,1885-06-01,Francisco Gandarillas Luco,Partido Radical,1833-1891,Gandarillas,Luco,Francisco,,,,Francisco Gandarillas Luco
Diputados,Diputado Propietario,Tarapacá,1888-05-31,1885-06-01,Antonio Valdés Cuevas,Partido Liberal,1833-1891,Valdés,Cuevas,Antonio,,,,Antonio Valdes Cuevas
Diputados,Diputado Suplente,Tarapacá,1888-05-31,1885-06-01,Bruno Larraín Barra,Partido Liberal,1833-1891,Larraín,Barra,Bruno,,,,Bruno Larrain Barra
Diputados,Diputado Propietario,Antofagasta,1888-05-31,1885-06-01,Vicente Dávila Larraín,Partido Liberal,1833-1891,Dávila,Larraín,Vicente,,,,Vicente Davila Larrain
Diputados,Diputado Suplente,Antofagasta,1888-05-31,1885-06-01,Nicolás R. Peña Vicuña,,1833-1891,Peña,Vicuña,Nicolás,R.,,,Nicolas R. Peña Vicuña
Diputados,Diputado Propietario,Taltal,1888-05-31,1885-06-01,Manuel José Higinio Vicuña Prado,,1833-1891,Vicuña,Prado,Manuel,José,Higinio,,Manuel Jose Higinio Vicuña Prado
Diputados,Diputado Suplente,Taltal,1888-05-31,1885-06-01,Vicente Grez Yávar,Partido Nacional o Monttvarista,1833-1891,Grez,Yávar,Vicente,,,,Vicente Grez Yavar
Diputados,Diputado Propietario,Copiapó y Chañaral,1888-05-31,1885-06-01,Enrique Mac Iver Rodríguez,Partido Radical,1833-1891,Mac Iver,Rodríguez,Enrique,,,,Enrique Mac Iver Rodriguez
Diputados,Diputado Propietario,Copiapó y Chañaral,1888-05-31,1885-06-01,Abraham Konig Velásquez,Partido Radical,1833-1891,Konig,Velásquez,Abraham,,,,Abraham Konig Velasquez
Diputados,Diputado Suplente,Copiapó y Chañaral,1888-05-31,1885-06-01,Santiago Mundt,Partido Radical,1833-1891,Mundt,,Santiago,,,,Santiago Mundt
Diputados,Diputado Propietario,Vallenar,1888-05-31,1885-06-01,Abel Saavedra Ovalle,,1833-1891,Saavedra,Ovalle,Abel,,,,Abel Saavedra Ovalle
Diputados,Diputado Suplente,Vallenar,1888-05-31,1885-06-01,Olegario Silva,,1833-1891,Silva,,Olegario,,,,Olegario Silva
Diputados,Diputado Propietario,Freirina,1888-05-31,1885-06-01,Nicolás González Julio,,1833-1891,González,Julio,Nicolás,,,,Nicolas Gonzalez Julio
Diputados,Diputado Suplente,Freirina,1888-05-31,1885-06-01,José María Montt Cienfuegos,,1833-1891,Montt,Cienfuegos,José,María,,,Jose Maria Montt Cienfuegos
Diputados,Diputado Propietario,La Serena,1888-05-31,1885-06-01,Manuel Villamil Blanco,,1833-1891,Villamil,Blanco,Manuel,,,,Manuel Villamil Blanco
Diputados,Diputado Suplente,La Serena,1888-05-31,1885-06-01,Wenceslao Varela Aguirre,,1833-1891,Varela,Aguirre,Wenceslao,,,,Wenceslao Varela Aguirre
Diputados,Diputado Propietario,Coquimbo,1888-05-31,1885-06-01,Francisco Carvallo Elizalde,,1833-1891,Carvallo,Elizalde,Francisco,,,,Francisco Carvallo Elizalde
Diputados,Diputado Suplente,Coquimbo,1888-05-31,1885-06-01,José Ramón Ravest Campaña,Partido Liberal,1833-1891,Ravest,Campaña,José,Ramón,,,Jose Ramon Ravest Campaña
Diputados,Diputado Propietario,Elqui,1888-05-31,1885-06-01,Jorge Segundo Huneeus Zegers,,1833-1891,Huneeus,Zegers,Jorge,Segundo,,,Jorge Segundo Huneeus Zegers
Diputados,Diputado Suplente,Elqui,1888-05-31,1885-06-01,Eduardo Vial Bello,,1833-1891,Vial,Bello,Eduardo,,,,Eduardo Vial Bello
Diputados,Diputado Propietario,Ovalle,1888-05-31,1885-06-01,Joaquín Toribio Vicuña Guerrero,Partido Liberal,1833-1891,Vicuña,Guerrero,Joaquín,Toribio,,,Joaquin Toribio Vicuña Guerrero
Diputados,Diputado Propietario,Ovalle,1888-05-31,1885-06-01,Juan Francisco Rivas Cruz,Partido Liberal,1833-1891,Rivas,Cruz,Juan,Francisco,,,Juan Francisco Rivas Cruz
Diputados,Diputado Propietario,Ovalle,1888-05-31,1885-06-01,Edmundo Eastman Quiroga,,1833-1891,Eastman,Quiroga,Edmundo,,,,Edmundo Eastman Quiroga
Diputados,Diputado Suplente,Ovalle,1888-05-31,1885-06-01,Julio Bañados Espinosa,Partido Liberal,1833-1891,Bañados,Espinosa,Julio,,,,Julio Bañados Espinosa
Diputados,Diputado Propietario,Illapel,1888-05-31,1885-06-01,Miguel Antonio Varas Herrera,Partido Nacional o Monttvarista,1833-1891,Varas,Herrera,Miguel,Antonio,,,Miguel Antonio Varas Herrera
Diputados,Diputado Propietario,Illapel,1888-05-31,1885-06-01,José Antonio Primitivo Tagle Arrate,Partido Liberal,1833-1891,Tagle,Arrate,José,Antonio,Primitivo,,Jose Antonio Primitivo Tagle Arrate
Diputados,Diputado Suplente,Illapel,1888-05-31,1885-06-01,Juan Nepomuceno Espejo Varas,Partido Radical,1833-1891,Espejo,Varas,Juan,Nepomuceno,,,Juan Nepomuceno Espejo Varas
Diputados,Diputado Propietario,Combarbalá,1888-05-31,1885-06-01,David Salamanca Montero,Partido Liberal,1833-1891,Salamanca,Montero,David,,,,David Salamanca Montero
Diputados,Diputado Suplente,Combarbalá,1888-05-31,1885-06-01,José Antonio Segundo Valdés González,,1833-1891,Valdés,González,José,Antonio,Segundo,,Jose Antonio Segundo Valdes Gonzalez
Diputados,Diputado Propietario,San Felipe,1888-05-31,1885-06-01,Evaristo Marcos Sánchez Fontecilla,Partido Liberal,1833-1891,Sánchez,Fontecilla,Evaristo,Marcos,,,Evaristo Marcos Sanchez Fontecilla
Diputados,Diputado Propietario,San Felipe,1888-05-31,1885-06-01,Juan Zenón Freire Caldera,Partido Conservador,1833-1891,Freire,Caldera,Juan,Zenón,,,Juan Zenon Freire Caldera
Diputados,Diputado Suplente,San Felipe,1888-05-31,1885-06-01,Jacinto Chacón Barry,Partido Liberal,1833-1891,Chacón,Barry,Jacinto,,,,Jacinto Chacon Barry
Diputados,Diputado Propietario,Los Andes,1888-05-31,1885-06-01,Manuel Marcial Echeverría Valdés,Partido Conservador,1833-1891,Echeverría,Valdés,Manuel,Marcial,,,Manuel Marcial Echeverria Valdes
Diputados,Diputado Propietario,Los Andes,1888-05-31,1885-06-01,Juan Agustín Barriga Espinosa,Partido Conservador,1833-1891,Barriga,Espinosa,Juan,Agustín,,,Juan Agustin Barriga Espinosa
Diputados,Diputado Suplente,Los Andes,1888-05-31,1885-06-01,José Nicolás Tocornal Velasco,,1833-1891,Tocornal,Velasco,José,Nicolás,,,Jose Nicolas Tocornal Velasco
Diputados,Diputado Propietario,Putaendo,1888-05-31,1885-06-01,Diego Jacinto Agustín Barros Arana,Partido Liberal,1833-1891,Barros,Arana,Diego,Jacinto,Agustín,,Diego Jacinto Agustin Barros Arana
Diputados,Diputado Suplente,Putaendo,1888-05-31,1885-06-01,Juan Ashley Walker Martínez,,1833-1891,Walker,Martínez,Juan,Ashley,,,Juan Ashley Walker Martinez
Diputados,Diputado Propietario,La Ligua,1888-05-31,1885-06-01,Gustavo Jullian Chessy,Partido Nacional o Monttvarista,1833-1891,Jullian,Chessy,Gustavo,,,,Gustavo Jullian Chessy
Diputados,Diputado Suplente,La Ligua,1888-05-31,1885-06-01,Julio Gaete,,1833-1891,Gaete,,Julio,,,,Julio Gaete
Diputados,Diputado Propietario,Petorca,1888-05-31,1885-06-01,Pedro Montt Montt,Partido Nacional o Monttvarista,1833-1891,Montt,Montt,Pedro,,,,Pedro Montt Montt
Diputados,Diputado Propietario,Petorca,1888-05-31,1885-06-01,Tomás Echavarría Barriga,Partido Nacional o Monttvarista,1833-1891,Echavarría,Barriga,Tomás,,,,Tomas Echavarria Barriga
Diputados,Diputado Suplente,Petorca,1888-05-31,1885-06-01,Baldomero Frías Collao,,1833-1891,Frías,Collao,Baldomero,,,,Baldomero Frias Collao
Diputados,Diputado Propietario,Valparaíso,1888-05-31,1885-06-01,Miguel Luis Amunátegui Aldunate,Partido Liberal,1833-1891,Amunátegui,Aldunate,Miguel,Luis,,,Miguel Luis Amunategui Aldunate
Diputados,Diputado Propietario,Valparaíso,1888-05-31,1885-06-01,Isidoro Errázuriz Errázuriz,Partido Liberal,1833-1891,Errázuriz,Errázuriz,Isidoro,,,,Isidoro Errazuriz Errazuriz
Diputados,Diputado Propietario,Valparaíso,1888-05-31,1885-06-01,Augusto Matte Pérez,,1833-1891,Matte,Pérez,Augusto,,,,Augusto Matte Perez
Diputados,Diputado Propietario,Valparaíso,1888-05-31,1885-06-01,Rafael Tomás Barazarte Oliva,,1833-1891,Barazarte,Oliva,Rafael,Tomás,,,Rafael Tomas Barazarte Oliva
Diputados,Diputado Propietario,Valparaíso,1888-05-31,1885-06-01,Carlos Waddington Echiburú,Partido Liberal,1833-1891,Waddington,Echiburú,Carlos,,,,Carlos Waddington Echiburu
Diputados,Diputado Suplente,Valparaíso,1888-05-31,1885-06-01,Agustín Montiel Rodríguez,,1833-1891,Montiel,Rodríguez,Agustín,,,,Agustin Montiel Rodriguez
Diputados,Diputado Propietario,Quillota,1888-05-31,1885-06-01,Félix María Echeverría Valdés,Partido Conservador,1833-1891,Echeverría,Valdés,Félix,María,,,Felix Maria Echeverria Valdes
Diputados,Diputado Propietario,Quillota,1888-05-31,1885-06-01,Agustín Edwards Ross,Partido Nacional o Monttvarista,1833-1891,Edwards,Ross,Agustín,,,,Agustin Edwards Ross
Diputados,Diputado Suplente,Quillota,1888-05-31,1885-06-01,Adolfo Guerrero Vergara,Partido Liberal,1833-1891,Guerrero,Vergara,Adolfo,,,,Adolfo Guerrero Vergara
Diputados,Diputado Propietario,Limache,1888-05-31,1885-06-01,Alberto Edwards Argandoña,,1833-1891,Edwards,Argandoña,Alberto,,,,Alberto Edwards Argandoña
Diputados,Diputado Suplente,Limache,1888-05-31,1885-06-01,Ricardo Waddington Echiburú,,1833-1891,Waddington,Echiburú,Ricardo,,,,Ricardo Waddington Echiburu
Diputados,Diputado Propietario,Casablanca,1888-05-31,1885-06-01,Rafael Montt Albano,Partido Liberal,1833-1891,Montt,Albano,Rafael,,,,Rafael Montt Albano
Diputados,Diputado Suplente,Casablanca,1888-05-31,1885-06-01,Juan Valdivieso Amor,Partido Liberal,1833-1891,Valdivieso,Amor,Juan,,,,Juan Valdivieso Amor
Diputados,Diputado Propietario,Santiago,1888-05-31,1885-06-01,Eduardo Matte Pérez,,1833-1891,Matte,Pérez,Eduardo,,,,Eduardo Matte Perez
Diputados,Diputado Propietario,Santiago,1888-05-31,1885-06-01,José Manuel Infante Montt,Partido Nacional o Monttvarista,1833-1891,Infante,Montt,José,Manuel,,,Jose Manuel Infante Montt
Diputados,Diputado Propietario,Santiago,1888-05-31,1885-06-01,José Joaquín Aguirre Campos,Partido Nacional o Monttvarista,1833-1891,Aguirre,Campos,José,Joaquín,,,Jose Joaquin Aguirre Campos
Diputados,Diputado Propietario,Santiago,1888-05-31,1885-06-01,Vicente Izquierdo Sanfuentes,Partido Liberal,1833-1891,Izquierdo,Sanfuentes,Vicente,,,,Vicente Izquierdo Sanfuentes
Diputados,Diputado Propietario,Santiago,1888-05-31,1885-06-01,Adolfo Blanco Gana,,1833-1891,Blanco,Gana,Adolfo,,,,Adolfo Blanco Gana
Diputados,Diputado Propietario,Santiago,1888-05-31,1885-06-01,Gregorio Antonio Pinochet Espinoza,Partido Liberal,1833-1891,Pinochet,Espinoza,Gregorio,Antonio,,,Gregorio Antonio Pinochet Espinoza
Diputados,Diputado Propietario,Santiago,1888-05-31,1885-06-01,Ventura Blanco Viel,Partido Conservador,1833-1891,Blanco,Viel,Ventura,,,,Ventura Blanco Viel
Diputados,Diputado Propietario,Santiago,1888-05-31,1885-06-01,Joaquín Walker Martinez,Partido Conservador,1833-1891,Walker,Martinez,Joaquín,,,,Joaquin Walker Martinez
Diputados,Diputado Propietario,Santiago,1888-05-31,1885-06-01,Valentín Saldias Arriagada,Partido Conservador,1833-1891,Saldias,Arriagada,Valentín,,,,Valentin Saldias Arriagada
Diputados,Diputado Propietario,Santiago,1888-05-31,1885-06-01,Pedro Fernández Concha,Partido Conservador,1833-1891,Fernández,Concha,Pedro,,,,Pedro Fernandez Concha
Diputados,Diputado Suplente,Santiago,1888-05-31,1885-06-01,Federico Scotto Hermoso,Partido Conservador,1833-1891,Scotto,Hermoso,Federico,,,,Federico Scotto Hermoso
Diputados,Diputado Propietario,La Victoria,1888-05-31,1885-06-01,Francisco de Borja Echeverría Valdés,,1833-1891,Echeverría,Valdés,Francisco,de Borja,,,Francisco de Borja Echeverria Valdes
Diputados,Diputado Propietario,La Victoria,1888-05-31,1885-06-01,Carlos Lira Carrera,,1833-1891,Lira,Carrera,Carlos,,,,Carlos Lira Carrera
Diputados,Diputado Suplente,La Victoria,1888-05-31,1885-06-01,José María Eyzaguirre Eyzaguirre,,1833-1891,Eyzaguirre,Eyzaguirre,José,María,,,Jose Maria Eyzaguirre Eyzaguirre
Diputados,Diputado Propietario,Rancagua,1888-05-31,1885-06-01,Marcial Demetrio Lastarria Villarreal,Partido Conservador,1833-1891,Lastarria,Villareal,Marcial,Demetrio,,,Marcial Demetrio Lastarria Villarreal
Diputados,Diputado Propietario,Rancagua,1888-05-31,1885-06-01,Ladislao Errázuriz Echaurren,Partido Liberal,1833-1891,Errázuriz,Echaurren,Ladislao,,,,Ladislao Errazuriz Echaurren
Diputados,Diputado Suplente,Rancagua,1888-05-31,1885-06-01,Ricardo Zuñiga Bermúdez,,1833-1891,Zuñiga,Bermúdez,Ricardo,,,,Ricardo Zuñiga Bermudez
Diputados,Diputado Propietario,Melipilla,1888-05-31,1885-06-01,Miguel Barros Morán,Partido Conservador,1833-1891,Barros,Morán,Miguel,,,,Miguel Barros Moran
Diputados,Diputado Propietario,Melipilla,1888-05-31,1885-06-01,Lauro Rafael Barros Valdés,Partido Conservador,1833-1891,Barros,Valdés,Lauro,Rafael,,,Lauro Rafael Barros Valdes
Diputados,Diputado Propietario,Melipilla,1888-05-31,1885-06-01,José Vicente Balmaceda Fernández,,1833-1891,Balmaceda,Fernández,José,Vicente,,,Jose Vicente Balmaceda Fernandez
Diputados,Diputado Suplente,Melipilla,1888-05-31,1885-06-01,José Vicente Gustavo Aguirre Vargas,Partido Conservador,1833-1891,Aguirre,Vargas,José,Vicente,Gustavo,,Jose Vicente Gustavo Aguirre Vargas
Diputados,Diputado Propietario,Maipo,1888-05-31,1885-06-01,Carlos Walker Martínez,Partido Conservador,1833-1891,Walker,Martínez,Carlos,,,,Carlos Walker Martinez
Diputados,Diputado Suplente,Maipo,1888-05-31,1885-06-01,Joaquín Fernández Blanco,Partido Conservador,1833-1891,Fernández,Blanco,Joaquín,,,,Joaquin Fernandez Blanco
Diputados,Diputado Propietario,Cachapoal,1888-05-31,1885-06-01,Arturo Maximiano Edwards Ross,Partido Nacional o Monttvarista,1833-1891,Edwards,Ross,Arturo,Maximiano,,,Arturo Maximiano Edwards Ross
Diputados,Diputado Suplente,Cachapoal,1888-05-31,1885-06-01,Francisco J. Herboso España,Partido Liberal,1833-1891,Herboso,España,Francisco,J.,,,Francisco J. Herboso España
Diputados,Diputado Propietario,San Fernando,1888-05-31,1885-06-01,Enrique Tocornal Grez,,1833-1891,Tocornal,Grez,Enrique,,,,Enrique Tocornal Grez
Diputados,Diputado Propietario,San Fernando,1888-05-31,1885-06-01,Juan Nepomuceno Rafael Parga Salgado,Partido Nacional o Monttvarista,1833-1891,Parga,Salgado,Juan,Nepomuceno,Rafael,,Juan Nepomuceno Rafael Parga Salgado
Diputados,Diputado Propietario,San Fernando,1888-05-31,1885-06-01,Adolfo Carrasco Albano,Partido Conservador,1833-1891,Carrasco,Albano,Adolfo,,,,Adolfo Carrasco Albano
Diputados,Diputado Propietario,San Fernando,1888-05-31,1885-06-01,Dositeo Errázuriz Zañartu,Partido Liberal,1833-1891,Errázuriz,Zañartu,Dositeo,,,,Dositeo Errazuriz Zañartu
Diputados,Diputado Suplente,San Fernando,1888-05-31,1885-06-01,Víctor Ismael Valdés Valdés,Partido Liberal,1833-1891,Valdés,Valdés,Víctor,Ismael,,,Victor Ismael Valdes Valdes
Diputados,Diputado Propietario,Curicó,1888-05-31,1885-06-01,Manuel Francisco Valenzuela Valenzuela,,1833-1891,Valenzuela,Valenzuela,Manuel,Francisco,,,Manuel Francisco Valenzuela Valenzuela
Diputados,Diputado Propietario,Curicó,1888-05-31,1885-06-01,Alberto Gandarillas Luco,Partido Liberal,1833-1891,Gandarillas,Luco,Alberto,,,,Alberto Gandarillas Luco
Diputados,Diputado Propietario,Curicó,1888-05-31,1885-06-01,Fernando Álamos Vargas,Partido Conservador,1833-1891,Álamos,Vargas,Fernando,,,,Fernando Alamos Vargas
Diputados,Diputado Suplente,Curicó,1888-05-31,1885-06-01,Eduardo Mac Clure Ossandón,Partido Nacional o Monttvarista,1833-1891,Mac Clure,Ossandón,Eduardo,,,,Eduardo Mac Clure Ossandon
Diputados,Diputado Propietario,Caupolicán,1888-05-31,1885-06-01,Manuel Olegario Soto,Partido Radical,1833-1891,Sotomayor,,Manuel,Olegario,,,Manuel Olegario Soto
Diputados,Diputado Propietario,Caupolicán,1888-05-31,1885-06-01,Ramón Bernales de la Cerda,Partido Nacional o Monttvarista,1833-1891,Bernales,de la Cerda,Ramón,,,,Ramon Bernales de la Cerda
Diputados,Diputado Propietario,Caupolicán,1888-05-31,1885-06-01,Nicanor Ugalde Godoy,Partido Liberal,1833-1891,Ugalde,Godoy,Nicanor,,,,Nicanor Ugalde Godoy
Diputados,Diputado Propietario,Caupolicán,1888-05-31,1885-06-01,Juan de la Cruz Villaseca Gutiérrez,Partido Conservador,1833-1891,Villaseca,Gutiérrez,Juan,de la Cruz,,,Juan de la Cruz Villaseca Gutierrez
Diputados,Diputado Suplente,Caupolicán,1888-05-31,1885-06-01,Santiago Antonio Leoncio Pérez Eastman,Partido Liberal,1833-1891,Pérez,Eastman,Santiago,Antonio,Leoncio,,Santiago Antonio Leoncio Perez Eastman
Diputados,Diputado Propietario,Vichuquén,1888-05-31,1885-06-01,Gabriel Vidal Rodríguez,Partido Liberal,1833-1891,Vidal,Rodríguez,Gabriel,,,,Gabriel Vidal Rodriguez
Diputados,Diputado Propietario,Vichuquén,1888-05-31,1885-06-01,Uldaricio Prado Bustamante,Partido Nacional o Monttvarista,1833-1891,Prado,Bustamante,Uldaricio,,,,Uldaricio Prado Bustamante
Diputados,Diputado Suplente,Vichuquén,1888-05-31,1885-06-01,Alberto Romero Herrera,,1833-1891,Romero,Herrera,Alberto,,,,Alberto Romero Herrera
Diputados,Diputado Propietario,Talca,1888-05-31,1885-06-01,José Antonio Silva Vergara,Partido Conservador,1833-1891,Silva,Vergara,José,Antonio,,,Jose Antonio Silva Vergara
